ticker,Company Name,Industry,sector,industry_group,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,rs_3m_pct,rs_6m_pct,avg_turnover_inr,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes,daily_setup_bucket,daily_score,final_daily_score,daily_pivot,daily_breakout_distance_pct,daily_contraction_depths_pct,daily_contraction_durations,daily_contraction_score,daily_base_duration_days,current_rank
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,14.77,12.82,1243563635.66,0.33,0.24,0.22,True,True,"Stage 2, Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,42.24,42.24,491.56,-13.91,"[17.24, 7.51, 6.55]","[28, 11, 12]",0.95,61.0,119
OIL.NS,Oil India Limited,"Oil, Gas & Consumable Fuels",Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,17.16,3.58,1129290378.69,0.88,1.31,0.56,False,True,"Stage 2, Clean Stage 2, daily_vcp_ok, weekly_volume_dryup",watchlist,39.74,42.24,515.35,-7.69,"[23.9, 5.85]","[30, 6]",0.9,74.0,120
SHARDAMOTR.NS,Sharda Motor Industries Limited,Automobile and Auto Components,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,19.58,23.55,54730794.38,1.19,1.45,1.97,False,False,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",watchlist,37.23,42.23,974.7,-0.79,"[17.26, 11.63, 11.1]","[24, 15, 17]",0.95,81.0,121
SCHAEFFLER.NS,Schaeffler India Limited,Automobile and Auto Components,Unknown,Unknown,False,Cash,1,Not Sure,Stage 1,Pending Stage 1,Pending Stage 1,Not Sure • Pending Stage 1,0.55,Blocked public stage jump Stage 3 -> Stage 1; waiting for intermediate/confirmed structure.,Blocked public stage jump Stage 3 -> Stage 1; waiting for intermediate/confirmed structure.,,2026-07-29,Stage 1,1.22,2.57,210750968.11,0.79,3.12,0.89,True,True,"Stage 1, Stage 1 - Base/Repair, stage1_base_ready, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable | Blocked public stage jump Stage 3 -> Stage 1; waiting for intermediate/confirmed structure.",watchlist,37.23,42.23,4219.0,-0.03,"[12.56, 10.31, 9.01]","[15, 12, 13]",0.95,53.0,122
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,7.47,26.0,2062702407.72,0.98,1.38,0.9,False,False,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",watchlist,41.18,42.18,1952.5,-7.81,"[16.73, 11.41, 7.87]","[19, 13, 5]",0.95,84.0,123
VMART.NS,V-Mart Retail Limited,Consumer Services,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,7.08,54.49,95816399.62,0.58,0.81,0.6,True,True,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,41.12,42.12,868.9,-6.99,[17.09],[17],0.0,17.0,124
PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,23.85,57.19,867841773.13,0.86,0.67,0.37,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,37.11,42.11,232.34,-10.41,[8.42],[6],0.0,6.0,125
DATAPATTNS.NS,Data Patterns (India) Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,1.04,48.2,3439003459.27,0.93,0.78,0.78,False,True,"Stage 2, Early Stage 2, weekly_volume_dryup",watchlist,39.31,41.81,5008.7,-9.89,"[21.33, 8.3]","[22, 28]",0.9,52.0,126
WELCORP.NS,Welspun Corp Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,92.96,247.18,6726028481.81,1.07,1.84,1.26,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",watchlist,39.23,41.73,2789.67,-4.64,[7.81],[7],0.0,7.0,127
AETHER.NS,Aether Industries Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,34.15,42.05,373573583.47,0.7,0.44,0.58,True,True,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,39.23,41.73,1717.0,-5.07,[8.99],[10],0.0,10.0,128
UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,4.79,9.34,766142173.44,0.58,1.66,0.44,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",watchlist,41.64,41.64,1563.4,-12.31,"[12.61, 8.41, 5.52]","[12, 16, 8]",0.95,59.0,129
GLAND.NS,Gland Pharma Limited,Healthcare,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,31.43,86.07,1776776568.93,0.93,0.58,0.68,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,36.53,41.53,3046.22,-2.77,[8.67],[7],0.0,7.0,130
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,11.03,53.43,901721631.52,0.57,0.7,0.44,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,40.5,41.5,1060.2,-4.73,[15.63],[12],0.0,12.0,131
GALAXYSURF.NS,Galaxy Surfactants Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,17.65,30.49,82277024.8,0.85,0.28,0.53,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,38.75,41.25,2652.63,-16.49,"[16.19, 9.76]","[30, 9]",0.9,55.0,132
SUNDRMFAST.NS,Sundram Fasteners Limited,Automobile and Auto Components,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,41.12,52.41,308753383.2,1.65,0.8,2.95,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",watchlist,36.25,41.25,1349.56,-8.99,[5.05],[10],0.0,10.0,133
MTARTECH.NS,Mtar Technologies Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,-4.25,114.57,734847855.73,0.72,0.79,0.58,True,True,"Stage 2, Stage 2, volume_dryup, weekly_volume_dryup",watchlist,38.64,41.14,7958.9,-9.51,"[40.39, 10.51]","[28, 14]",0.9,53.0,134
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Services,Unknown,Unknown,True,F&O,1,Stage 2 Failed,Stage 1,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-09-18,2026-09-15,,4.14,27.36,1187112932.42,0.8,2.26,0.9,True,False,"Stage 1, Stage 1 - Base/Repair, stage1_base_ready, daily_vcp_ok, volume_dryup | Stage 2 failed state applied from stage memory.",watchlist,40.13,41.13,757.4,-3.25,"[11.98, 6.29, 6.41, 4.77]","[9, 8, 17, 50]",1.0,114.0,135
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,35.96,62.96,1389988060.34,1.24,1.09,0.8,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,36.11,41.11,1699.97,-5.85,[9.98],[6],0.0,6.0,136
NEOGEN.NS,Neogen Chemicals Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,31.2,100.23,444902591.38,1.35,1.56,1.59,False,False,"Stage 2, Extended Stage 2, trend_template_ok",watchlist,38.47,40.97,2488.25,0.01,[17.23],[10],0.0,10.0,137
KSL.NS,Kalyani Steels Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,20.08,51.83,131608662.21,1.89,0.6,2.66,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",watchlist,38.38,40.88,994.34,-3.95,[16.0],[27],0.0,27.0,138
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,19.17,75.23,395372974.45,0.58,0.63,0.56,True,True,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,40.75,40.75,507.53,-5.51,[11.0],[14],0.0,14.0,139
CYIENTDLM.NS,Cyient DLM Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,104.57,236.78,706515695.28,0.82,0.6,0.56,True,True,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,38.19,40.69,1010.77,-6.93,[11.56],[11],0.0,11.0,140
DCBBANK.NS,DCB Bank Limited,Financial Services,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,20.81,35.24,646539425.97,0.71,0.55,0.37,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,39.61,40.61,235.21,-7.17,[12.08],[17],0.0,17.0,141
UNIONBANK.NS,Union Bank of India,Financial Services,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,7.11,8.82,1423047156.29,0.53,0.67,0.38,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,39.53,40.53,192.33,-8.2,"[20.76, 8.01]","[20, 28]",0.9,55.0,142
KDDL.NS,KDDL Limited,Consumer Durables,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,25.31,67.88,202532858.25,0.55,0.12,0.42,True,True,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,40.5,40.5,4127.44,-6.52,[15.53],[12],0.0,12.0,143
TIIL.NS,Technocraft Industries (India) Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,21.23,39.46,132216682.28,0.74,0.47,0.78,True,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,38.0,40.5,3571.54,-14.49,[8.33],[16],0.0,16.0,144
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,Fast Moving Consumer Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,21.45,32.29,182800097.84,0.29,0.27,0.2,True,True,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",watchlist,40.47,40.47,520.91,-25.04,"[21.24, 8.86, 8.88]","[16, 15, 10]",0.95,70.0,145
NOCIL.NS,NOCIL Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,10.25,23.47,282847481.42,2.19,1.61,1.24,False,False,"Stage 2, Stage 2",watchlist,37.78,40.28,200.84,-3.13,"[21.62, 12.77]","[23, 9]",0.9,38.0,146
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,-5.92,23.23,249735314.06,0.86,1.87,0.65,False,True,"Stage 2, Stage 2, daily_vcp_ok, weekly_volume_dryup",watchlist,39.17,40.17,1118.85,-5.22,"[18.55, 5.23]","[23, 5]",0.9,43.0,147
CRISIL.NS,CRISIL Limited,Financial Services,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,11.74,16.96,268765879.06,0.82,1.54,0.74,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,39.04,40.04,4880.53,-6.21,"[10.43, 11.18, 9.29, 5.59]","[16, 12, 11, 6]",0.73,85.0,148
KAJARIACER.NS,Kajaria Ceramics Limited,Consumer Durables,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,6.3,31.53,230898987.33,0.58,0.9,0.46,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,39.98,39.98,1275.48,-5.71,"[16.49, 5.77, 6.04, 6.9]","[14, 6, 31, 9]",0.73,87.0,149
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,7.79,7.63,113254646.47,0.72,1.74,1.07,True,False,"Stage 2, Early Stage 2, volume_dryup",watchlist,37.48,39.98,794.98,-19.66,"[13.63, 8.83]","[79, 12]",0.9,102.0,150
AGI.NS,AGI Greenpac Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",Stage 2 reclaimed after 3 confirmation runs.,,2026-09-17,,4.92,49.46,168548334.93,1.09,0.91,0.9,False,False,"Stage 2, Early Stage 2",watchlist,37.44,39.94,808.21,-7.82,"[19.48, 9.89, 8.98, 6.18]","[13, 6, 10, 10]",1.0,75.0,151
TDPOWERSYS.NS,TD Power Systems Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,24.21,87.53,1544283245.43,0.94,1.05,1.15,False,False,"Stage 2, Extended Stage 2, trend_template_ok",watchlist,37.34,39.84,798.85,-4.39,[10.22],[12],0.0,12.0,152
CGCL.NS,Capri Global Capital Limited,Financial Services,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,28.47,61.84,2103309779.7,1.07,1.01,0.86,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,38.8,39.8,287.95,-6.01,[17.97],[30],0.0,30.0,153
MAHSEAMLES.NS,Maharashtra Seamless Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,15.43,36.49,312084803.83,1.82,0.46,0.95,False,False,"Stage 2, Clean Stage 2, trend_template_ok",watchlist,37.07,39.57,650.1,10.38,[15.77],[23],0.0,23.0,154
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Services,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,11.51,42.49,1332721856.8,0.72,1.01,0.57,True,True,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,38.51,39.51,350.16,-5.14,[7.96],[10],0.0,10.0,155
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,11.9,27.02,5145072748.27,0.7,1.59,0.64,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,38.48,39.48,1108.19,-6.13,"[10.41, 9.27]","[5, 5]",0.9,18.0,156
FINCABLES.NS,Finolex Cables Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,28.18,76.76,1607212937.87,1.2,0.52,0.75,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,36.88,39.38,1500.62,-5.96,[13.65],[15],0.0,15.0,157
ENDURANCE.NS,Endurance Technologies Limited,Automobile and Auto Components,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,5.39,21.52,286308884.01,0.58,0.71,0.55,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,34.34,39.34,3072.0,-11.07,"[8.24, 8.17, 8.95]","[20, 5, 6]",0.55,54.0,158
PVRINOX.NS,PVR INOX Limited,"Media, Entertainment & Publication",Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,37.0,41.64,960775683.74,1.62,1.77,0.8,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup",watchlist,39.22,39.22,1286.75,2.95,[12.36],[9],0.0,9.0,159
PETRONET.NS,Petronet LNG Limited,"Oil, Gas & Consumable Fuels",Unknown,Unknown,True,F&O,1,Stage 2 Failed,Stage 2,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.7,Failed Stage 2 cooling period is still active; waiting for a fresh base or confirmed reclaim.,Failed Stage 2 hold period active.,,2026-09-10,,4.79,25.33,445492176.65,0.78,1.82,0.63,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong | Failed Stage 2 hold period active.",watchlist,36.7,39.2,300.6,-2.66,"[8.13, 9.1]","[13, 26]",0.1,43.0,160
COFORGE.NS,Coforge Limited,Information Technology,Unknown,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-17,,27.72,70.4,4924661048.21,1.07,1.03,0.93,False,False,"Stage 2, Early Stage 2",watchlist,38.06,39.06,2024.74,-9.07,"[12.73, 6.14]","[7, 19]",0.9,38.0,161
EMUDHRA.NS,eMudhra Limited,Information Technology,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,40.33,56.55,1252963510.05,4.22,0.95,26.32,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong",watchlist,38.04,39.04,565.49,8.48,"[17.33, 11.82]","[7, 31]",0.9,44.0,162
JSWSTEEL.NS,JSW Steel Limited,Metals & Mining,Unknown,Unknown,True,F&O,1,Stage 2 Failed,Stage 2,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.7,Failed Stage 2 cooling period is still active; waiting for a fresh base or confirmed reclaim.,Failed Stage 2 hold period active.,,2026-09-14,,6.42,10.68,2081724637.46,0.8,1.56,0.82,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong | Failed Stage 2 hold period active.",watchlist,38.81,38.81,1351.0,-5.58,"[8.29, 6.34]","[12, 7]",0.9,45.0,163
TEJASNET.NS,Tejas Networks Limited,Telecommunication,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Messy Stage 2,Messy Stage 2,Stage 2 • Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-09-17,,-13.8,30.31,3249306668.58,0.74,0.36,0.51,True,True,"Stage 2, Messy Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,33.71,38.71,643.12,-19.41,"[22.46, 8.67]","[36, 10]",0.9,58.0,164
GODREJAGRO.NS,Godrej Agrovet Limited,Fast Moving Consumer Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,22.29,15.6,678674558.66,0.49,0.2,0.28,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,38.66,38.66,696.82,-5.05,[7.35],[15],0.0,15.0,165
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,7.48,20.58,441227141.34,0.81,0.47,0.68,True,True,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",watchlist,36.08,38.58,2848.88,0.36,[20.64],[19],0.0,19.0,166
PARADEEP.NS,Paradeep Phosphates Limited,Chemicals,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",Stage 2 reclaimed after 3 confirmation runs.,,2026-09-17,,16.22,39.91,1003455794.68,0.38,0.44,0.25,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,35.81,38.31,166.72,-6.66,"[10.92, 9.05]","[15, 14]",0.9,32.0,167
DYNAMATECH.NS,Dynamatic Technologies Limited,Capital Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-17,,17.15,25.41,189460367.04,1.22,0.6,1.05,False,False,"Stage 2, Clean Stage 2, trend_template_ok",watchlist,35.51,38.01,12300.0,-1.94,[8.57],[18],0.0,18.0,168
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-17,,28.44,43.04,3526469560.07,0.46,0.2,0.21,True,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",watchlist,37.68,37.68,782.32,-14.02,[9.32],[8],0.0,8.0,169
JINDWORLD.NS,Jindal Worldwide Limited,Textiles,Unknown,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-17,,64.03,153.66,1888741706.48,0.96,0.44,0.23,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_volume_dryup",watchlist,32.52,37.52,62.1,-19.97,[18.47],[17],0.0,17.0,170
