ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
ERIS.NS,Eris Lifesciences Limited,Healthcare,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,17.94,52.28,33.39,10.0,17.94,52.28,43.39,7.01,6.8,106559934.88,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",209,222,Stage 1,watchlist,weekly_watchlist,48.62,13,-5.229999999999997,False,False,False,False,False
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,41.34,23.6,33.36,10.0,41.34,23.6,43.36,31.72,105.94,1646684048.33,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",210,217,Stage 2,watchlist,weekly_watchlist,48.94,7,-5.579999999999998,False,False,False,False,False
ASIANPAINT.NS,Asian Paints Limited,Consumer Durables,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.34,33.89,41.29,2.0,47.34,33.89,43.29,10.86,8.02,2956042771.16,"Stage 2, Early Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",211,177,Stage 2,watchlist,weekly_watchlist,53.15,-34,-9.86,False,False,False,False,False
ADANIENT.NS,Adani Enterprises Limited,Metals & Mining,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,48.85,36.4,43.25,0.0,48.85,36.4,43.25,37.2,59.74,5634096113.67,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",212,232,Stage 2,watchlist,weekly_watchlist,47.91,20,-4.659999999999997,False,False,False,False,False
SANSERA.NS,Sansera Engineering Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,44.65,30.4,38.24,5.0,44.65,30.4,43.24,26.65,91.56,787536571.58,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup",213,152,Stage 2,watchlist,weekly_watchlist,55.32,-61,-12.079999999999998,False,False,False,False,False
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,46.99,34.0,41.14,2.0,46.99,34.0,43.14,41.34,40.2,830700139.32,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",214,234,Stage 2,watchlist,weekly_watchlist,47.76,20,-4.619999999999997,False,False,False,False,False
JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2025-12-01,,watchlist,weekly_watchlist,watchlist,18.41,51.01,33.08,10.0,18.41,51.01,43.08,6.18,5.95,129596301.95,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",215,233,Stage 1,watchlist,weekly_watchlist,47.88,18,-4.800000000000004,False,False,False,False,False
COLPAL.NS,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,Unknown,True,F&O,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0.0,Stage rules did not identify a reliable structure.,No confident stage classification.,,,,watchlist,weekly_watchlist,watchlist,33.47,54.65,43.0,0.0,33.47,54.65,43.0,1.14,7.36,629259371.62,"Not Sure, Not Sure, weekly_vcp_ok, volume_dryup, weekly_strong",216,274,Not Sure,watchlist,weekly_watchlist,43.52,58,-0.5200000000000031,False,False,False,False,False
TCIEXP.NS,TCI Express Limited,Services,Unknown,False,Cash,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0.0,Stage rules did not identify a reliable structure.,No confident stage classification.,,,,watchlist,weekly_watchlist,watchlist,27.35,57.58,40.95,2.0,27.35,57.58,42.95,14.77,22.98,162025454.47,"Not Sure, Not Sure, weekly_vcp_ok, weekly_strong",217,236,Not Sure,watchlist,weekly_watchlist,47.62,19,-4.669999999999995,False,False,False,False,False
ADANIENSOL.NS,Adani Energy Solutions Limited,Power,Unknown,True,F&O,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,55.57,22.4,40.64,2.0,55.57,22.4,42.64,21.67,101.24,4338550372.34,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",218,246,Stage 2,watchlist,weekly_watchlist,46.02,28,-3.3800000000000026,False,False,False,False,False
CRISIL.NS,CRISIL Limited,Financial Services,Unknown,False,Cash,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0.0,Stage rules did not identify a reliable structure.,No confident stage classification.,,,,watchlist,weekly_watchlist,watchlist,29.03,54.63,40.55,2.0,29.03,54.63,42.55,6.31,2.03,355574000.08,"Not Sure, Not Sure, weekly_vcp_ok, weekly_strong",219,395,Stage 4,watchlist,weekly_watchlist,35.22,176,7.329999999999998,False,False,False,False,False
TEJASNET.NS,Tejas Networks Limited,Telecommunication,Unknown,False,Cash,1,Stage 2 Failed,Not Sure,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-16,,watchlist,weekly_watchlist,watchlist,15.0,53.8,32.46,10.0,15.0,53.8,42.46,27.32,65.21,1369839738.29,"Not Sure, Not Sure, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong | Stage 2 failed state applied from stage memory.",220,237,Stage 2 Failed,watchlist,weekly_watchlist,47.41,17,-4.949999999999996,False,False,False,False,False
KAJARIACER.NS,Kajaria Ceramics Limited,Consumer Durables,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,50.96,27.0,40.18,2.0,50.96,27.0,42.18,1.03,33.01,353705684.82,"Stage 2, Early Stage 2",221,295,Stage 2,watchlist,weekly_watchlist,41.32,74,0.8599999999999994,False,False,False,False,False
ATGL.NS,Adani Total Gas Limited,"Oil, Gas & Consumable Fuels",Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,22.09,62.14,40.11,2.0,22.09,62.14,42.11,8.84,34.6,1381852893.71,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",222,225,Stage 2,watchlist,weekly_forming,48.43,3,-6.32,False,False,False,False,False
TRIDENT.NS,Trident Limited,Textiles,Unknown,False,Cash,1,Stage 4,Stage 4,Stage 4 - Weak/Declining,Stage 4 - Weak/Declining,Stage 4 • Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,,,,,watchlist,weekly_watchlist,watchlist,21.36,45.06,32.03,10.0,21.36,45.06,42.03,0.83,11.81,188134774.93,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_strong, downtrend",223,280,Stage 4,watchlist,weekly_watchlist,42.56,57,-0.5300000000000011,False,False,False,False,False
GRINDWELL.NS,Grindwell Norton Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_watchlist,watchlist,37.12,25.7,31.98,10.0,37.12,25.7,41.98,28.29,36.7,289501164.8,"Stage 2, Stage 2, trend_template_ok",224,185,Stage 2,watchlist,weekly_watchlist,52.31,-39,-10.330000000000005,False,False,False,False,False
DATAMATICS.NS,Datamatics Global Services Limited,Information Technology,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.31,40.99,41.72,0.0,42.31,40.99,41.72,16.88,31.0,164020811.14,"Stage 2, Early Stage 2, weekly_volume_dryup",225,244,Stage 2,watchlist,weekly_watchlist,46.16,19,-4.439999999999998,False,False,False,False,False
RECLTD.NS,REC Limited,Financial Services,Unknown,True,F&O,1,Stage 2 Failed,Stage 1,Failed Stage 2,Failed Stage 2,Stage 2 Failed • Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-07-22,2026-07-06,,watchlist,weekly_watchlist,watchlist,28.25,53.42,39.58,2.0,28.25,53.42,41.58,-3.04,9.2,1915785182.43,"Stage 1, Stage 1 - Unclear/Repair, stage1_base_ready, weekly_vcp_ok, weekly_strong, stage1_not_actionable | Stage 2 failed state applied from stage memory.",226,249,Stage 2 Failed,watchlist,weekly_watchlist,45.82,23,-4.240000000000002,False,False,False,False,False
CCL.NS,CCL Products (India) Limited,Fast Moving Consumer Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,47.85,33.83,41.54,0.0,47.85,33.83,41.54,8.88,33.42,209473875.69,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",227,243,Stage 2,watchlist,weekly_watchlist,46.28,16,-4.740000000000002,False,False,False,False,False
BPCL.NS,Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-03-02,,watchlist,weekly_watchlist,watchlist,30.96,49.8,39.44,2.0,30.96,49.8,41.44,2.0,-2.6,2187987597.63,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",228,319,Stage 1,watchlist,weekly_watchlist,40.24,91,1.1999999999999957,False,False,False,False,False
PAYTM.NS,One 97 Communications Limited,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,22.84,59.57,39.37,2.0,22.84,59.57,41.37,13.49,4.21,4735453793.34,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",229,224,Stage 2,watchlist,weekly_breakout,48.57,-5,-7.200000000000003,False,False,False,False,False
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Realty,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,54.77,24.81,41.29,0.0,54.77,24.81,41.29,17.0,15.13,77202604.58,"Stage 2, Early Stage 2",230,235,Stage 2,watchlist,weekly_watchlist,47.67,5,-6.380000000000003,False,False,False,False,False
SUMICHEM.NS,Sumitomo Chemical India Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,43.59,26.98,36.12,5.0,43.59,26.98,41.12,21.28,32.51,1136072828.73,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",231,241,Stage 2,watchlist,weekly_watchlist,46.43,10,-5.310000000000002,False,False,False,False,False
ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,44.24,32.8,39.09,2.0,44.24,32.8,41.09,21.1,82.93,672605220.44,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",232,216,Stage 2,watchlist,weekly_watchlist,48.95,-16,-7.859999999999999,False,False,False,False,False
JKPAPER.NS,JK Paper Limited,Forest Materials,Unknown,False,Cash,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0.0,Stage rules did not identify a reliable structure.,No confident stage classification.,,2025-11-17,,watchlist,weekly_watchlist,watchlist,18.1,57.75,35.94,5.0,18.1,57.75,40.94,6.3,22.2,244274041.98,"Not Sure, Not Sure, weekly_vcp_ok, weekly_strong",233,470,Stage 3,watchlist,weekly_watchlist,30.92,237,10.019999999999996,False,False,False,False,False
APLAPOLLO.NS,APL Apollo Tubes Limited,Capital Goods,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Base/Repair,Stage 1 - Base/Repair,Stage 1 • Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,,,2026-04-24,,watchlist,weekly_watchlist,watchlist,22.05,41.8,30.94,10.0,22.05,41.8,40.94,-6.72,2.14,981018339.88,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",234,253,Stage 1,watchlist,weekly_watchlist,45.32,19,-4.380000000000003,False,False,False,False,False
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,28.71,33.58,30.9,10.0,28.71,33.58,40.9,27.06,48.77,507750677.87,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",235,151,Stage 2,watchlist,weekly_watchlist,55.52,-84,-14.620000000000005,False,False,False,False,False
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Services,Unknown,True,F&O,1,Stage 2,Stage 2,Messy Stage 2,Messy Stage 2,Stage 2 • Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,45.59,30.19,38.66,2.0,45.59,30.19,40.66,13.76,40.1,2902249655.05,"Stage 2, Messy Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",236,247,Stage 2,watchlist,weekly_watchlist,45.96,11,-5.300000000000004,False,False,False,False,False
IIFL.NS,IIFL Finance Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,20.1,60.86,38.44,2.0,20.1,60.86,40.44,32.98,-2.38,1105392377.63,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",237,242,Stage 2,watchlist,weekly_breakout,46.3,5,-5.859999999999999,False,False,False,False,False
BHARTIARTL.NS,Bharti Airtel Limited,Telecommunication,Unknown,True,F&O,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,2026-01-08,,watchlist,weekly_watchlist,watchlist,13.44,51.08,30.38,10.0,13.44,51.08,40.38,8.65,4.15,11576394594.43,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",238,254,Stage 1,watchlist,weekly_watchlist,45.22,16,-4.839999999999996,False,False,False,False,False
SHREECEM.NS,SHREE CEMENT LIMITED,Construction Materials,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,18.43,67.11,40.34,0.0,18.43,67.11,40.34,8.19,4.9,515211485.48,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",239,289,Stage 2,watchlist,weekly_breakout,41.93,50,-1.5899999999999963,False,False,False,False,False
AAVAS.NS,Aavas Financiers Ltd.,Financial Services,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,27.52,51.46,38.29,2.0,27.52,51.46,40.29,5.83,10.79,134607980.47,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",240,219,Stage 1,watchlist,weekly_watchlist,48.82,-21,-8.530000000000001,False,False,False,False,False
TASTYBITE.NS,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,42.16,37.96,40.27,0.0,42.16,37.96,40.27,29.66,29.98,60526673.45,"Stage 2, Early Stage 2, weekly_volume_dryup",241,255,Stage 2,watchlist,weekly_watchlist,45.09,14,-4.82,False,False,False,False,False
ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,Unknown,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,Stage 1 - Early Turn,Stage 1 • Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,21.91,51.44,35.2,5.0,21.91,51.44,40.2,4.31,12.11,714075867.71,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",242,252,Stage 1,watchlist,weekly_watchlist,45.42,10,-5.219999999999999,False,False,False,False,False
NETWEB.NS,Netweb Technologies India Limited,Information Technology,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,21.63,62.81,40.16,0.0,21.63,62.81,40.16,10.98,39.08,4285673738.24,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",243,261,Stage 2,watchlist,weekly_forming,44.5,18,-4.340000000000003,False,False,False,False,False
