Company Name,Industry,Symbol,Series,ISIN Code,Ticker,sector,industry_group,is_fo_stock,fo_category,Include
Bajaj Auto Limited,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010,BAJAJ-AUTO.NS,Unknown,Unknown,True,F&O,1
Bajaj Consumer Care Limited,Fast Moving Consumer Goods,BAJAJCON,EQ,INE933K01021,BAJAJCON.NS,Unknown,Unknown,False,Cash,1
Bajaj Finserv Limited,Financial Services,BAJAJFINSV,EQ,INE918I01026,BAJAJFINSV.NS,Unknown,Unknown,True,F&O,1
Bajaj Housing Finance Ltd.,Financial Services,BAJAJHFL,EQ,INE377Y01014,BAJAJHFL.NS,Unknown,Unknown,False,Cash,1
Bajaj Hindusthan Sugar Limited,Fast Moving Consumer Goods,BAJAJHIND,EQ,INE306A01021,BAJAJHIND.NS,Unknown,Unknown,False,Cash,1
Bajaj Holdings & Investment Limited,Financial Services,BAJAJHLDNG,EQ,INE118A01012,BAJAJHLDNG.NS,Unknown,Unknown,True,F&O,1
Bajaj Finance Limited,Financial Services,BAJFINANCE,EQ,INE296A01024,BAJFINANCE.NS,Unknown,Unknown,True,F&O,1
Balaji Amines Limited,Chemicals,BALAMINES,EQ,INE050E01027,BALAMINES.NS,Unknown,Unknown,False,Cash,1
Balkrishna Industries Limited,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,BALKRISIND.NS,Unknown,Unknown,False,Cash,1
Balmer Lawrie & Company Limited,Diversified,BALMLAWRIE,EQ,INE164A01016,BALMLAWRIE.NS,Unknown,Unknown,False,Cash,1
Balrampur Chini Mills Limited,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,BALRAMCHIN.NS,Unknown,Unknown,False,Cash,1
Banco Products (I) Limited,Automobile and Auto Components,BANCOINDIA,EQ,INE213C01025,BANCOINDIA.NS,Unknown,Unknown,False,Cash,1
Bandhan Bank Limited,Financial Services,BANDHANBNK,EQ,INE545U01014,BANDHANBNK.NS,Unknown,Unknown,True,F&O,1
Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039,BANKBARODA.NS,Unknown,Unknown,True,F&O,1
Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,BANKINDIA.NS,Unknown,Unknown,True,F&O,1
BASF India Limited,Chemicals,BASF,EQ,INE373A01013,BASF.NS,Unknown,Unknown,False,Cash,1
Bata India Limited,Consumer Durables,BATAINDIA,EQ,INE176A01028,BATAINDIA.NS,Unknown,Unknown,False,Cash,1
Bayer Cropscience Limited,Chemicals,BAYERCROP,EQ,INE462A01022,BAYERCROP.NS,Unknown,Unknown,False,Cash,1
Bharat Bijlee Limited,Capital Goods,BBL,EQ,INE464A01028,BBL.NS,Unknown,Unknown,False,Cash,1
Black Box Limited,Information Technology,BBOX,EQ,INE676A01027,BBOX.NS,Unknown,Unknown,False,Cash,1
Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,BBTC.NS,Unknown,Unknown,False,Cash,1
Bharat Dynamics Limited,Capital Goods,BDL,EQ,INE171Z01018,BDL.NS,Unknown,Unknown,True,F&O,1
Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,BECTORFOOD,EQ,INE495P01012,BECTORFOOD.NS,Unknown,Unknown,False,Cash,1
Bharat Electronics Limited,Capital Goods,BEL,EQ,INE263A01024,BEL.NS,Unknown,Unknown,True,F&O,1
BEML Limited,Capital Goods,BEML,EQ,INE258A01016,BEML.NS,Unknown,Unknown,False,Cash,1
Berger Paints (I) Limited,Consumer Durables,BERGEPAINT,EQ,INE463A01038,BERGEPAINT.NS,Unknown,Unknown,False,Cash,1
Bharat Forge Limited,Capital Goods,BHARATFORG,EQ,INE465A01025,BHARATFORG.NS,Unknown,Unknown,True,F&O,1
Bharat Rasayan Limited,Chemicals,BHARATRAS,EQ,INE838B01013,BHARATRAS.NS,Unknown,Unknown,False,Cash,1
Bharti Airtel Limited,Telecommunication,BHARTIARTL,EQ,INE397D01024,BHARTIARTL.NS,Unknown,Unknown,True,F&O,1
Bharti Hexacom Ltd.,Telecommunication,BHARTIHEXA,EQ,INE343G01021,BHARTIHEXA.NS,Unknown,Unknown,False,Cash,1
Bharat Heavy Electricals Limited,Capital Goods,BHEL,EQ,INE257A01026,BHEL.NS,Unknown,Unknown,True,F&O,1
Bikaji Foods International Limited,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,BIKAJI.NS,Unknown,Unknown,False,Cash,1
Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013,BIOCON.NS,Unknown,Unknown,True,F&O,1
Birla Corporation Limited,Construction Materials,BIRLACORPN,EQ,INE340A01012,BIRLACORPN.NS,Unknown,Unknown,False,Cash,1
BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027,BLS.NS,Unknown,Unknown,False,Cash,1
Blue Dart Express Limited,Services,BLUEDART,EQ,INE233B01017,BLUEDART.NS,Unknown,Unknown,False,Cash,1
Blue Jet Healthcare Ltd.,Healthcare,BLUEJET,EQ,INE0KBH01020,BLUEJET.NS,Unknown,Unknown,False,Cash,1
Blue Star Limited,Consumer Durables,BLUESTARCO,EQ,INE472A01039,BLUESTARCO.NS,Unknown,Unknown,True,F&O,1
Bombay Dyeing & Mfg Company Limited,Textiles,BOMDYEING,EQ,INE032A01023,BOMDYEING.NS,Unknown,Unknown,False,Cash,1
Borosil Limited,Consumer Durables,BOROLTD,EQ,INE02PY01013,BOROLTD.NS,Unknown,Unknown,False,Cash,1
BOROSIL RENEWABLES LIMITED,Capital Goods,BORORENEW,EQ,INE666D01022,BORORENEW.NS,Unknown,Unknown,False,Cash,1
Bosch Limited,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026,BOSCHLTD.NS,Unknown,Unknown,True,F&O,1
Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",BPCL,EQ,INE029A01011,BPCL.NS,Unknown,Unknown,True,F&O,1
Brigade Enterprises Limited,Realty,BRIGADE,EQ,INE791I01019,BRIGADE.NS,Unknown,Unknown,False,Cash,1
Britannia Industries Limited,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030,BRITANNIA.NS,Unknown,Unknown,True,F&O,1
BSE Ltd.,Financial Services,BSE,EQ,INE118H01025,BSE.NS,Unknown,Unknown,True,F&O,1
BIRLASOFT LIMITED,Information Technology,BSOFT,EQ,INE836A01035,BSOFT.NS,Unknown,Unknown,False,Cash,1
Campus Activewear Limited,Consumer Durables,CAMPUS,EQ,INE278Y01022,CAMPUS.NS,Unknown,Unknown,False,Cash,1
Computer Age Management Services Limited,Financial Services,CAMS,EQ,INE596I01012,CAMS.NS,Unknown,Unknown,True,F&O,1
Canara Bank,Financial Services,CANBK,EQ,INE476A01014,CANBK.NS,Unknown,Unknown,True,F&O,1
Can Fin Homes Limited,Financial Services,CANFINHOME,EQ,INE477A01020,CANFINHOME.NS,Unknown,Unknown,False,Cash,1
Caplin Point Laboratories Limited,Healthcare,CAPLIPOINT,EQ,INE475E01026,CAPLIPOINT.NS,Unknown,Unknown,False,Cash,1
Carborundum Universal Limited,Capital Goods,CARBORUNIV,EQ,INE120A01034,CARBORUNIV.NS,Unknown,Unknown,False,Cash,1
Cartrade Tech Limited,Consumer Services,CARTRADE,EQ,INE290S01011,CARTRADE.NS,Unknown,Unknown,False,Cash,1
Castrol India Limited,"Oil, Gas & Consumable Fuels",CASTROLIND,EQ,INE172A01027,CASTROLIND.NS,Unknown,Unknown,False,Cash,1
CCL Products (India) Limited,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,CCL.NS,Unknown,Unknown,False,Cash,1
Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,CDSL.NS,Unknown,Unknown,True,F&O,1
Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,CEATLTD.NS,Unknown,Unknown,False,Cash,1
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,CENTRALBK.NS,Unknown,Unknown,False,Cash,1
Century Plyboards (India) Limited,Consumer Durables,CENTURYPLY,EQ,INE348B01021,CENTURYPLY.NS,Unknown,Unknown,False,Cash,1
Cera Sanitaryware Limited,Consumer Durables,CERA,EQ,INE739E01017,CERA.NS,Unknown,Unknown,False,Cash,1
CESC Limited,Power,CESC,EQ,INE486A01021,CESC.NS,Unknown,Unknown,False,Cash,1
Capri Global Capital Limited,Financial Services,CGCL,EQ,INE180C01026,CGCL.NS,Unknown,Unknown,False,Cash,1
CG Power and Industrial Solutions Limited,Capital Goods,CGPOWER,EQ,INE067A01029,CGPOWER.NS,Unknown,Unknown,True,F&O,1
Chalet Hotels Limited,Consumer Services,CHALET,EQ,INE427F01016,CHALET.NS,Unknown,Unknown,False,Cash,1
Chambal Fertilizers & Chemicals Limited,Chemicals,CHAMBLFERT,EQ,INE085A01013,CHAMBLFERT.NS,Unknown,Unknown,False,Cash,1
Chemplast Sanmar Limited,Chemicals,CHEMPLASTS,EQ,INE488A01050,CHEMPLASTS.NS,Unknown,Unknown,False,Cash,1
Chennai Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",CHENNPETRO,EQ,INE178A01016,CHENNPETRO.NS,Unknown,Unknown,False,Cash,1
Choice International Limited,Financial Services,CHOICEIN,EQ,INE102B01014,CHOICEIN.NS,Unknown,Unknown,False,Cash,1
Cholamandalam Investment and Finance Company Limited,Financial Services,CHOLAFIN,EQ,INE121A01024,CHOLAFIN.NS,Unknown,Unknown,True,F&O,1
Cholamandalam Financial Holdings Limited,Financial Services,CHOLAHLDNG,EQ,INE149A01033,CHOLAHLDNG.NS,Unknown,Unknown,False,Cash,1
CIE Automotive India Limited,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,CIEINDIA.NS,Unknown,Unknown,False,Cash,1
Cipla Limited,Healthcare,CIPLA,EQ,INE059A01026,CIPLA.NS,Unknown,Unknown,True,F&O,1
Clean Science and Technology Limited,Chemicals,CLEAN,EQ,INE227W01023,CLEAN.NS,Unknown,Unknown,False,Cash,1
CMS Info Systems Limited,Services,CMSINFO,EQ,INE925R01014,CMSINFO.NS,Unknown,Unknown,False,Cash,1
Coal India Limited,"Oil, Gas & Consumable Fuels",COALINDIA,EQ,INE522F01014,COALINDIA.NS,Unknown,Unknown,True,F&O,1
Cochin Shipyard Limited,Capital Goods,COCHINSHIP,EQ,INE704P01017,COCHINSHIP.NS,Unknown,Unknown,True,F&O,1
Coforge Limited,Information Technology,COFORGE,EQ,INE591G01017,COFORGE.NS,Unknown,Unknown,True,F&O,1
Cohance Lifesciences Ltd.,Healthcare,COHANCE,EQ,INE03QK01018,COHANCE.NS,Unknown,Unknown,False,Cash,1
Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,COLPAL.NS,Unknown,Unknown,True,F&O,1
Container Corporation of India Limited,Services,CONCOR,EQ,INE111A01025,CONCOR.NS,Unknown,Unknown,True,F&O,1
Concord Biotech Limited,Healthcare,CONCORDBIO,EQ,INE338H01029,CONCORDBIO.NS,Unknown,Unknown,False,Cash,1
Coromandel International Limited,Chemicals,COROMANDEL,EQ,INE169A01031,COROMANDEL.NS,Unknown,Unknown,False,Cash,1
Craftsman Automation Limited,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,CRAFTSMAN.NS,Unknown,Unknown,False,Cash,1
CREDITACCESS GRAMEEN LIMITED,Financial Services,CREDITACC,EQ,INE741K01010,CREDITACC.NS,Unknown,Unknown,False,Cash,1
CRISIL Limited,Financial Services,CRISIL,EQ,INE007A01025,CRISIL.NS,Unknown,Unknown,False,Cash,1
Crompton Greaves Consumer Electricals Limited,Consumer Durables,CROMPTON,EQ,INE299U01018,CROMPTON.NS,Unknown,Unknown,True,F&O,1
CSB Bank Limited,Financial Services,CSBBANK,EQ,INE679A01013,CSBBANK.NS,Unknown,Unknown,False,Cash,1
City Union Bank Limited,Financial Services,CUB,EQ,INE491A01021,CUB.NS,Unknown,Unknown,False,Cash,1
Cummins India Limited,Capital Goods,CUMMINSIND,EQ,INE298A01020,CUMMINSIND.NS,Unknown,Unknown,True,F&O,1
Cyient Limited,Information Technology,CYIENT,EQ,INE136B01020,CYIENT.NS,Unknown,Unknown,False,Cash,1
Cyient DLM Limited,Capital Goods,CYIENTDLM,EQ,INE055S01018,CYIENTDLM.NS,Unknown,Unknown,False,Cash,1
Dabur India Limited,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026,DABUR.NS,Unknown,Unknown,True,F&O,1
Dalmia Bharat Limited,Construction Materials,DALBHARAT,EQ,INE00R701025,DALBHARAT.NS,Unknown,Unknown,True,F&O,1
Dalmia Bharat Sugar and Industries Limited,Fast Moving Consumer Goods,DALMIASUG,EQ,INE495A01022,DALMIASUG.NS,Unknown,Unknown,False,Cash,1
Datamatics Global Services Limited,Information Technology,DATAMATICS,EQ,INE365B01017,DATAMATICS.NS,Unknown,Unknown,False,Cash,1
Data Patterns (India) Limited,Capital Goods,DATAPATTNS,EQ,INE0IX101010,DATAPATTNS.NS,Unknown,Unknown,False,Cash,1
D.B.Corp Limited,"Media, Entertainment & Publication",DBCORP,EQ,INE950I01011,DBCORP.NS,Unknown,Unknown,False,Cash,1
Dilip Buildcon Limited,Construction,DBL,EQ,INE917M01012,DBL.NS,Unknown,Unknown,False,Cash,1
D B Realty Limited,Realty,DBREALTY,EQ,INE879I01012,DBREALTY.NS,Unknown,Unknown,False,Cash,1
Dishman Carbogen Amcis Limited,Healthcare,DCAL,EQ,INE385W01011,DCAL.NS,Unknown,Unknown,False,Cash,1
DCB Bank Limited,Financial Services,DCBBANK,EQ,INE503A01015,DCBBANK.NS,Unknown,Unknown,False,Cash,1
DCM Shriram Limited,Diversified,DCMSHRIRAM,EQ,INE499A01024,DCMSHRIRAM.NS,Unknown,Unknown,False,Cash,1
DCX Systems Limited,Capital Goods,DCXINDIA,EQ,INE0KL801015,DCXINDIA.NS,Unknown,Unknown,False,Cash,1
Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,DEEPAKFERT,EQ,INE501A01019,DEEPAKFERT.NS,Unknown,Unknown,False,Cash,1
Deepak Nitrite Limited,Chemicals,DEEPAKNTR,EQ,INE288B01029,DEEPAKNTR.NS,Unknown,Unknown,False,Cash,1
Delhivery Limited,Services,DELHIVERY,EQ,INE148O01028,DELHIVERY.NS,Unknown,Unknown,True,F&O,1
Delta Corp Limited,Consumer Services,DELTACORP,EQ,INE124G01033,DELTACORP.NS,Unknown,Unknown,False,Cash,1
Devyani International Limited,Consumer Services,DEVYANI,EQ,INE872J01023,DEVYANI.NS,Unknown,Unknown,False,Cash,1
Dhanuka Agritech Limited,Chemicals,DHANUKA,EQ,INE435G01025,DHANUKA.NS,Unknown,Unknown,False,Cash,1
Dish TV India Limited,"Media, Entertainment & Publication",DISHTV,EQ,INE836F01026,DISHTV.NS,Unknown,Unknown,False,Cash,1
Divi's Laboratories Limited,Healthcare,DIVISLAB,EQ,INE361B01024,DIVISLAB.NS,Unknown,Unknown,True,F&O,1
Dixon Technologies (India) Limited,Consumer Durables,DIXON,EQ,INE935N01020,DIXON.NS,Unknown,Unknown,True,F&O,1
DLF Limited,Realty,DLF,EQ,INE271C01023,DLF.NS,Unknown,Unknown,True,F&O,1
Avenue Supermarts Limited,Consumer Services,DMART,EQ,INE192R01011,DMART.NS,Unknown,Unknown,True,F&O,1
Dodla Dairy Limited,Fast Moving Consumer Goods,DODLA,EQ,INE021O01019,DODLA.NS,Unknown,Unknown,False,Cash,1
DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012,DOMS.NS,Unknown,Unknown,False,Cash,1
Dr. Reddy's Laboratories Limited,Healthcare,DRREDDY,EQ,INE089A01023,DRREDDY.NS,Unknown,Unknown,True,F&O,1
Dynamatic Technologies Limited,Capital Goods,DYNAMATECH,EQ,INE221B01012,DYNAMATECH.NS,Unknown,Unknown,False,Cash,1
Easy Trip Planners Limited,Consumer Services,EASEMYTRIP,EQ,INE07O001026,EASEMYTRIP.NS,Unknown,Unknown,False,Cash,1
eClerx Services Limited,Services,ECLERX,EQ,INE738I01010,ECLERX.NS,Unknown,Unknown,False,Cash,1
Edelweiss Financial Services Limited,Financial Services,EDELWEISS,EQ,INE532F01054,EDELWEISS.NS,Unknown,Unknown,False,Cash,1
Eicher Motors Limited,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021,EICHERMOT.NS,Unknown,Unknown,True,F&O,1
EID Parry India Limited,Chemicals,EIDPARRY,EQ,INE126A01031,EIDPARRY.NS,Unknown,Unknown,False,Cash,1
EIH Limited,Consumer Services,EIHOTEL,EQ,INE230A01023,EIHOTEL.NS,Unknown,Unknown,False,Cash,1
Elecon Engineering Company Limited,Capital Goods,ELECON,EQ,INE205B01023,ELECON.NS,Unknown,Unknown,False,Cash,1
Electrosteel Castings Limited,Capital Goods,ELECTCAST,EQ,INE086A01029,ELECTCAST.NS,Unknown,Unknown,False,Cash,1
Elgi Equipments Limited,Capital Goods,ELGIEQUIP,EQ,INE285A01027,ELGIEQUIP.NS,Unknown,Unknown,False,Cash,1
Emami Limited,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,EMAMILTD.NS,Unknown,Unknown,False,Cash,1
Emcure Pharmaceuticals Ltd.,Healthcare,EMCURE,EQ,INE168P01015,EMCURE.NS,Unknown,Unknown,False,Cash,1
eMudhra Limited,Information Technology,EMUDHRA,EQ,INE01QM01018,EMUDHRA.NS,Unknown,Unknown,False,Cash,1
Endurance Technologies Limited,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,ENDURANCE.NS,Unknown,Unknown,False,Cash,1
Engineers India Limited,Construction,ENGINERSIN,EQ,INE510A01028,ENGINERSIN.NS,Unknown,Unknown,False,Cash,1
Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017,ENRIN.NS,Unknown,Unknown,False,Cash,1
Epigral Limited,Chemicals,EPIGRAL,EQ,INE071N01016,EPIGRAL.NS,Unknown,Unknown,False,Cash,1
EPL Limited,Capital Goods,EPL,EQ,INE255A01020,EPL.NS,Unknown,Unknown,False,Cash,1
Equitas Small Finance Bank Limited,Financial Services,EQUITASBNK,EQ,INE063P01018,EQUITASBNK.NS,Unknown,Unknown,False,Cash,1
Eris Lifesciences Limited,Healthcare,ERIS,EQ,INE406M01024,ERIS.NS,Unknown,Unknown,False,Cash,1
Esab India Limited,Capital Goods,ESABINDIA,EQ,INE284A01012,ESABINDIA.NS,Unknown,Unknown,False,Cash,1
Escorts Kubota Limited,Capital Goods,ESCORTS,EQ,INE042A01014,ESCORTS.NS,Unknown,Unknown,False,Cash,1
Eternal Ltd.,Consumer Services,ETERNAL,EQ,INE758T01015,ETERNAL.NS,Unknown,Unknown,True,F&O,1
Exide Industries Limited,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,EXIDEIND.NS,Unknown,Unknown,True,F&O,1
Fertilizers and Chemicals Travancore Limited,Chemicals,FACT,EQ,INE188A01015,FACT.NS,Unknown,Unknown,False,Cash,1
Fineotex Chemical Limited,Chemicals,FCL,EQ,INE045J01026,FCL.NS,Unknown,Unknown,False,Cash,1
FDC Limited,Healthcare,FDC,EQ,INE258B01022,FDC.NS,Unknown,Unknown,False,Cash,1
The Federal Bank Limited,Financial Services,FEDERALBNK,EQ,INE171A01029,FEDERALBNK.NS,Unknown,Unknown,True,F&O,1
Finolex Cables Limited,Capital Goods,FINCABLES,EQ,INE235A01022,FINCABLES.NS,Unknown,Unknown,False,Cash,1
Fine Organic Industries Limited,Chemicals,FINEORG,EQ,INE686Y01026,FINEORG.NS,Unknown,Unknown,False,Cash,1
Finolex Industries Limited,Capital Goods,FINPIPE,EQ,INE183A01024,FINPIPE.NS,Unknown,Unknown,False,Cash,1
Brainbees Solutions Ltd.,Consumer Services,FIRSTCRY,EQ,INE02RE01045,FIRSTCRY.NS,Unknown,Unknown,False,Cash,1
Five-Star Business Finance Limited,Financial Services,FIVESTAR,EQ,INE128S01021,FIVESTAR.NS,Unknown,Unknown,False,Cash,1
Gujarat Fluorochemicals Limited,Chemicals,FLUOROCHEM,EQ,INE09N301011,FLUOROCHEM.NS,Unknown,Unknown,False,Cash,1
FORCE MOTORS LTD,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017,FORCEMOT.NS,Unknown,Unknown,True,F&O,1
Fortis Healthcare Limited,Healthcare,FORTIS,EQ,INE061F01013,FORTIS.NS,Unknown,Unknown,True,F&O,1
Firstsource Solutions Limited,Services,FSL,EQ,INE684F01012,FSL.NS,Unknown,Unknown,False,Cash,1
Fusion Micro Finance Limited,Financial Services,FUSION,EQ,INE139R01012,FUSION.NS,Unknown,Unknown,False,Cash,1
Gabriel India Limited,Automobile and Auto Components,GABRIEL,EQ,INE524A01029,GABRIEL.NS,Unknown,Unknown,False,Cash,1
GAIL (India) Limited,"Oil, Gas & Consumable Fuels",GAIL,EQ,INE129A01019,GAIL.NS,Unknown,Unknown,True,F&O,1
Galaxy Surfactants Limited,Chemicals,GALAXYSURF,EQ,INE600K01018,GALAXYSURF.NS,Unknown,Unknown,False,Cash,1
Gallantt Ispat Limited,Capital Goods,GALLANTT,EQ,INE297H01019,GALLANTT.NS,Unknown,Unknown,False,Cash,1
Garware Technical Fibres Limited,Textiles,GARFIBRES,EQ,INE276A01018,GARFIBRES.NS,Unknown,Unknown,False,Cash,1
Gateway Distriparks Limited,Services,GATEWAY,EQ,INE079J01017,GATEWAY.NS,Unknown,Unknown,False,Cash,1
Gensol Engineering Limited,Services,GENSOL,EQ,INE06H201014,GENSOL.NS,Unknown,Unknown,False,Cash,1
Genus Power Infrastructures Limited,Capital Goods,GENUSPOWER,EQ,INE955D01029,GENUSPOWER.NS,Unknown,Unknown,False,Cash,1
The Great Eastern Shipping Company Limited,Services,GESHIP,EQ,INE017A01032,GESHIP.NS,Unknown,Unknown,False,Cash,1
GHCL Limited,Chemicals,GHCL,EQ,INE539A01019,GHCL.NS,Unknown,Unknown,False,Cash,1
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,GICRE.NS,Unknown,Unknown,False,Cash,1
Gillette India Limited,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,GILLETTE.NS,Unknown,Unknown,False,Cash,1
Gland Pharma Limited,Healthcare,GLAND,EQ,INE068V01023,GLAND.NS,Unknown,Unknown,False,Cash,1
GlaxoSmithKline Pharmaceuticals Limited,Healthcare,GLAXO,EQ,INE159A01016,GLAXO.NS,Unknown,Unknown,False,Cash,1
Glenmark Pharmaceuticals Limited,Healthcare,GLENMARK,EQ,INE935A01035,GLENMARK.NS,Unknown,Unknown,True,F&O,1
Gujarat Mineral Development Corporation Limited,Metals & Mining,GMDCLTD,EQ,INE131A01031,GMDCLTD.NS,Unknown,Unknown,False,Cash,1
GMM Pfaudler Limited,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,GMMPFAUDLR.NS,Unknown,Unknown,False,Cash,1
GMR Airports Ltd.,Services,GMRAIRPORT,EQ,INE776C01039,GMRAIRPORT.NS,Unknown,Unknown,True,F&O,1
Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,GNFC,EQ,INE113A01013,GNFC.NS,Unknown,Unknown,False,Cash,1
Go Fashion (India) Limited,Consumer Services,GOCOLORS,EQ,INE0BJS01011,GOCOLORS.NS,Unknown,Unknown,False,Cash,1
Godfrey Phillips India Limited,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,GODFRYPHLP.NS,Unknown,Unknown,True,F&O,1
Go Digit General Insurance Ltd.,Financial Services,GODIGIT,EQ,INE03JT01014,GODIGIT.NS,Unknown,Unknown,False,Cash,1
Godrej Agrovet Limited,Fast Moving Consumer Goods,GODREJAGRO,EQ,INE850D01014,GODREJAGRO.NS,Unknown,Unknown,False,Cash,1
Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028,GODREJCP.NS,Unknown,Unknown,True,F&O,1
Godrej Industries Limited,Diversified,GODREJIND,EQ,INE233A01035,GODREJIND.NS,Unknown,Unknown,False,Cash,1
Godrej Properties Limited,Realty,GODREJPROP,EQ,INE484J01027,GODREJPROP.NS,Unknown,Unknown,True,F&O,1
Gokaldas Exports Limited,Textiles,GOKEX,EQ,INE887G01027,GOKEX.NS,Unknown,Unknown,False,Cash,1
Godawari Power And Ispat limited,Capital Goods,GPIL,EQ,INE177H01021,GPIL.NS,Unknown,Unknown,False,Cash,1
Gujarat Pipavav Port Limited,Services,GPPL,EQ,INE517F01014,GPPL.NS,Unknown,Unknown,False,Cash,1
Granules India Limited,Healthcare,GRANULES,EQ,INE101D01020,GRANULES.NS,Unknown,Unknown,False,Cash,1
Graphite India Limited,Capital Goods,GRAPHITE,EQ,INE371A01025,GRAPHITE.NS,Unknown,Unknown,False,Cash,1
Grasim Industries Limited,Construction Materials,GRASIM,EQ,INE047A01021,GRASIM.NS,Unknown,Unknown,True,F&O,1
Gravita India Limited,Metals & Mining,GRAVITA,EQ,INE024L01027,GRAVITA.NS,Unknown,Unknown,False,Cash,1
Greenlam Industries Limited,Consumer Durables,GREENLAM,EQ,INE544R01021,GREENLAM.NS,Unknown,Unknown,False,Cash,1
Greenpanel Industries Limited,Consumer Durables,GREENPANEL,EQ,INE08ZM01014,GREENPANEL.NS,Unknown,Unknown,False,Cash,1
Grindwell Norton Limited,Capital Goods,GRINDWELL,EQ,INE536A01023,GRINDWELL.NS,Unknown,Unknown,False,Cash,1
G R Infraprojects Limited,Construction,GRINFRA,EQ,INE201P01022,GRINFRA.NS,Unknown,Unknown,False,Cash,1
Garden Reach Shipbuilders & Engineers Limited,Capital Goods,GRSE,EQ,INE382Z01011,GRSE.NS,Unknown,Unknown,False,Cash,1
Garware Hi-Tech Films Limited,Capital Goods,GRWRHITECH,EQ,INE291A01017,GRWRHITECH.NS,Unknown,Unknown,False,Cash,1
Gujarat State Fertilizers & Chemicals Limited,Chemicals,GSFC,EQ,INE026A01025,GSFC.NS,Unknown,Unknown,False,Cash,1
Gujarat State Petronet Limited,"Oil, Gas & Consumable Fuels",GSPL,EQ,INE246F01010,GSPL.NS,Unknown,Unknown,False,Cash,1
Gujarat Alkalies and Chemicals Limited,Chemicals,GUJALKALI,EQ,INE186A01019,GUJALKALI.NS,Unknown,Unknown,False,Cash,1
Gujarat Gas Limited,"Oil, Gas & Consumable Fuels",GUJGASLTD,EQ,INE844O01030,GUJGASLTD.NS,Unknown,Unknown,False,Cash,1
Gulf Oil Lubricants India Limited,"Oil, Gas & Consumable Fuels",GULFOILLUB,EQ,INE635Q01029,GULFOILLUB.NS,Unknown,Unknown,False,Cash,1
GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,INE200A01026,GVT&D.NS,Unknown,Unknown,False,Cash,1
Hindustan Aeronautics Limited,Capital Goods,HAL,EQ,INE066F01012,HAL.NS,Unknown,Unknown,True,F&O,1
Happiest Minds Technologies Limited,Information Technology,HAPPSTMNDS,EQ,INE419U01012,HAPPSTMNDS.NS,Unknown,Unknown,False,Cash,1
Harsha Engineers International Limited,Capital Goods,HARSHA,EQ,INE0JUS01029,HARSHA.NS,Unknown,Unknown,False,Cash,1
Hathway Cable & Datacom Limited,"Media, Entertainment & Publication",HATHWAY,EQ,INE982F01036,HATHWAY.NS,Unknown,Unknown,False,Cash,1
Hatsun Agro Product Limited,Fast Moving Consumer Goods,HATSUN,EQ,INE473B01035,HATSUN.NS,Unknown,Unknown,False,Cash,1
Havells India Limited,Consumer Durables,HAVELLS,EQ,INE176B01034,HAVELLS.NS,Unknown,Unknown,True,F&O,1
