ticker,Company Name,Industry,sector,is_fo_stock,fo_category,stage,overall_setup_label,final_combined_score,change_1d_pct,change_1w_pct,change_1m_pct,change_ytd_pct,last_close,stage_variant,stage_classification,stage_display
JSWSTEEL.NS,JSW Steel Limited,Metals & Mining,Unknown,True,F&O,Stage 2 Failed,watchlist,23.27,0.31,-0.99,1.69,6.85,1244.6,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,Textiles,Unknown,False,Cash,Stage 4,watchlist,38.42,0.3,-0.93,-7.07,-7.7,122.08,Stage 4,Stage 4,Stage 4
ULTRACEMCO.NS,UltraTech Cement Limited,Construction Materials,Unknown,True,F&O,Stage 1,watchlist,34.96,0.3,-0.18,3.41,-0.17,11881.0,Stage 1,Stage 1,Stage 1
JKLAKSHMI.NS,JK Lakshmi Cement Limited,Construction Materials,Unknown,False,Cash,Stage 4,watchlist,26.04,0.3,0.47,-2.33,-26.81,574.2,Stage 4,Stage 4,Stage 4
VIPIND.NS,VIP Industries Limited,Consumer Durables,Unknown,False,Cash,Stage 4,watchlist,29.11,0.29,-1.38,-5.18,-22.69,296.25,Stage 4,Stage 4,Stage 4
ELGIEQUIP.NS,Elgi Equipments Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,61.09,0.27,-1.56,-3.72,22.14,578.85,Stage 2,Stage 2,Stage 2
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,Unknown,True,F&O,Stage 3,watchlist,3.6,0.26,-0.27,-0.32,6.17,945.25,Stage 3,Stage 3,Stage 3
AMBER.NS,Amber Enterprises India Limited,Consumer Durables,Unknown,True,F&O,Stage 2 Failed,watchlist,2.0,0.26,-7.36,-4.94,12.92,7280.5,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 2,watchlist,63.41,0.25,1.93,14.5,39.55,611.65,Stage 2,Stage 2,Stage 2
TTML.NS,Tata Teleservices (Maharashtra) Limited,Telecommunication,Unknown,False,Cash,Stage 4,watchlist,35.77,0.25,-1.89,-7.71,-20.34,39.48,Stage 4,Stage 4,Stage 4
POWERGRID.NS,Power Grid Corporation of India Limited,Power,Unknown,True,F&O,Stage 2 Failed,watchlist,21.14,0.23,0.05,1.74,9.48,288.85,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
MMTC.NS,MMTC Limited,Services,Unknown,False,Cash,Stage 2 Failed,watchlist,18.61,0.23,-3.14,-10.16,-6.16,61.66,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,13.83,0.23,-2.33,-1.18,-8.71,463.7,Stage 4,Stage 4,Stage 4
KARURVYSYA.NS,Karur Vysya Bank Limited,Financial Services,Unknown,False,Cash,Stage 2,watchlist,66.15,0.22,13.72,17.83,27.06,339.65,Stage 2,Stage 2,Stage 2
DMART.NS,Avenue Supermarts Limited,Consumer Services,Unknown,True,F&O,Stage 4,watchlist,9.47,0.22,1.31,-6.21,8.39,4027.7,Stage 4,Stage 4,Stage 4
FINEORG.NS,Fine Organic Industries Limited,Chemicals,Unknown,False,Cash,Stage 2,watchlist,41.41,0.21,-1.92,-7.59,17.83,4838.5,Stage 2,Stage 2,Stage 2
ERIS.NS,Eris Lifesciences Limited,Healthcare,Unknown,False,Cash,Stage 4,watchlist,41.0,0.21,-4.09,-3.8,-6.02,1403.5,Stage 4,Stage 4,Stage 4
TVSSRICHAK.NS,TVS Srichakra Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 2 Failed,watchlist,32.61,0.21,-2.84,-4.0,-8.4,3972.5,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,25.77,0.21,-2.32,-2.37,-2.25,376.4,Stage 4,Stage 4,Stage 4
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,7.43,0.21,3.1,-0.3,-29.6,8993.5,Stage 4,Stage 4,Stage 4
JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,31.07,0.2,-0.88,-13.01,-27.39,30.43,Stage 4,Stage 4,Stage 4
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Unknown,True,F&O,Stage 2,watchlist,61.56,0.18,-1.94,1.93,8.38,2196.0,Stage 2,Stage 2,Stage 2
WELCORP.NS,Welspun Corp Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,61.24,0.18,-0.99,10.31,100.8,1599.8,Stage 2,Stage 2,Stage 2
NESTLEIND.NS,Nestle India Limited,Fast Moving Consumer Goods,Unknown,True,F&O,Stage 2,watchlist,28.43,0.18,-0.01,3.6,12.81,1446.1,Stage 2,Stage 2,Stage 2
HNDFDS.NS,Hindustan Foods Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 2,watchlist,56.74,0.16,0.91,3.29,12.73,578.15,Stage 2,Stage 2,Stage 2
TVSMOTOR.NS,TVS Motor Company Limited,Automobile and Auto Components,Unknown,True,F&O,Stage 2,watchlist,49.33,0.16,7.97,8.59,2.52,3876.4,Stage 2,Stage 2,Stage 2
KAYNES.NS,Kaynes Technology India Limited,Capital Goods,Unknown,True,F&O,Stage 4,watchlist,12.92,0.16,-4.43,-2.55,-19.33,3181.3,Stage 4,Stage 4,Stage 4
RELIANCE.NS,Reliance Industries Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,Stage 4,watchlist,10.09,0.16,-3.26,-2.89,-18.39,1280.0,Stage 4,Stage 4,Stage 4
GRINDWELL.NS,Grindwell Norton Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,36.91,0.15,-5.33,-8.72,30.52,2014.6,Stage 2,Stage 2,Stage 2
ADANIPOWER.NS,Adani Power Limited,Power,Unknown,True,F&O,Stage 2,watchlist,22.47,0.14,-2.73,-6.68,43.83,213.96,Stage 2,Stage 2,Stage 2
GODREJAGRO.NS,Godrej Agrovet Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,26.63,0.13,0.43,2.19,1.07,574.35,Stage 4,Stage 4,Stage 4
QUESS.NS,Quess Corp Limited,Services,Unknown,False,Cash,Stage 2,watchlist,56.44,0.12,0.27,17.78,47.23,295.75,Stage 2,Stage 2,Stage 2
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Services,Unknown,True,F&O,Stage 2,watchlist,29.74,0.12,-3.99,-1.43,20.04,1770.4,Stage 2,Stage 2,Stage 2
NEWGEN.NS,Newgen Software Technologies Limited,Information Technology,Unknown,False,Cash,Stage 4,watchlist,28.51,0.12,-9.5,8.22,-38.68,506.3,Stage 4,Stage 4,Stage 4
GREENLAM.NS,Greenlam Industries Limited,Consumer Durables,Unknown,False,Cash,Stage 2,watchlist,27.55,0.12,1.46,-1.52,5.89,256.3,Stage 2,Stage 2,Stage 2
HSCL.NS,Himadri Speciality Chemical Limited,Chemicals,Unknown,False,Cash,Stage 2,watchlist,49.64,0.11,2.67,16.57,63.07,790.45,Stage 2,Stage 2,Stage 2
KEI.NS,KEI Industries Limited,Capital Goods,Unknown,True,F&O,Stage 2,watchlist,24.39,0.1,-1.13,-7.5,8.07,4873.0,Stage 2,Stage 2,Stage 2
FINPIPE.NS,Finolex Industries Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,5.0,0.1,-0.76,-7.05,-6.79,163.83,Stage 4,Stage 4,Stage 4
BRITANNIA.NS,Britannia Industries Limited,Fast Moving Consumer Goods,Unknown,True,F&O,Stage 4,watchlist,8.65,0.09,-1.56,2.82,-10.4,5384.5,Stage 4,Stage 4,Stage 4
APOLLOTYRE.NS,Apollo Tyres Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 4,watchlist,31.12,0.07,-2.04,-1.93,-13.94,419.95,Stage 4,Stage 4,Stage 4
NEOGEN.NS,Neogen Chemicals Limited,Chemicals,Unknown,False,Cash,Stage 2,watchlist,57.77,0.06,-5.43,10.1,75.52,2064.1,Stage 2,Stage 2,Stage 2
ADANIENSOL.NS,Adani Energy Solutions Limited,Power,Unknown,True,F&O,Stage 2,watchlist,41.97,0.06,-1.51,12.97,62.78,1703.3,Stage 2,Stage 2,Stage 2
CENTURYPLY.NS,Century Plyboards (India) Limited,Consumer Durables,Unknown,False,Cash,Not Sure,watchlist,39.75,0.06,-0.47,5.05,-4.07,792.65,Not Sure,Not Sure,Not Sure
ELECTCAST.NS,Electrosteel Castings Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,21.11,0.06,-2.29,-8.22,-6.28,72.14,Stage 4,Stage 4,Stage 4
GODREJIND.NS,Godrej Industries Limited,Diversified,Unknown,False,Cash,Stage 2,watchlist,35.48,0.05,-2.34,14.84,29.4,1332.9,Stage 2,Stage 2,Stage 2
IRB.NS,IRB Infrastructure Developers Limited,Construction,Unknown,False,Cash,Stage 4,watchlist,24.06,0.05,-1.46,-7.41,-6.56,19.62,Stage 4,Stage 4,Stage 4
TCIEXP.NS,TCI Express Limited,Services,Unknown,False,Cash,Stage 1,watchlist,14.43,0.04,-2.82,5.25,-3.18,561.35,Stage 1,Stage 1,Stage 1
VOLTAMP.NS,Voltamp Transformers Limited,Capital Goods,Unknown,False,Cash,Stage 2 Failed,watchlist,5.19,0.03,-2.59,-9.91,19.16,9183.0,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
AXISBANK.NS,Axis Bank Limited,Financial Services,Unknown,True,F&O,Stage 2 Failed,watchlist,32.17,0.02,-2.27,-10.8,-3.61,1227.5,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
COALINDIA.NS,Coal India Limited,"Oil, Gas & Consumable Fuels",Unknown,True,F&O,Stage 3,watchlist,30.19,0.02,-0.44,-1.81,8.17,427.5,Stage 3,Stage 3,Stage 3
HARSHA.NS,Harsha Engineers International Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,26.61,0.02,-3.66,-2.17,4.43,405.75,Stage 2,Stage 2,Stage 2
VENTIVE.NS,Ventive Hospitality Ltd.,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,21.72,0.01,-0.49,-4.05,-17.02,617.8,Stage 4,Stage 4,Stage 4
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,Healthcare,Unknown,False,Cash,Stage 2,watchlist,54.69,0.0,0.0,7.88,33.8,2408.9,Stage 2,Stage 2,Stage 2
HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,Unknown,False,Cash,Stage 1,watchlist,28.94,0.0,-0.01,10.12,-4.92,418.95,Stage 1,Stage 1,Stage 1
TIMKEN.NS,Timken India Limited,Capital Goods,Unknown,False,Cash,Stage 2 Failed,watchlist,17.17,-0.0,-0.08,-14.42,2.82,3126.9,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
RTNPOWER.NS,RattanIndia Power Limited,Power,Unknown,False,Cash,Stage 4,watchlist,9.26,0.0,-1.6,-5.37,-8.68,8.63,Stage 4,Stage 4,Stage 4
VEDL.NS,Vedanta Limited,Metals & Mining,Unknown,True,F&O,Stage 4,watchlist,8.91,0.0,1.07,-3.22,-55.35,264.65,Stage 4,Stage 4,Stage 4
HGS.NS,Hinduja Global Solutions Limited,Services,Unknown,False,Cash,Stage 1,watchlist,2.81,0.0,-1.68,0.55,-7.76,422.55,Stage 1,Stage 1,Stage 1
INDIAMART.NS,Indiamart Intermesh Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,17.1,-0.01,-8.96,-10.01,-17.48,1759.7,Stage 4,Stage 4,Stage 4
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Unknown,True,F&O,Stage 4,watchlist,30.49,-0.03,0.68,-5.79,-13.13,384.65,Stage 4,Stage 4,Stage 4
FINCABLES.NS,Finolex Cables Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,25.68,-0.03,-1.65,-10.56,26.99,998.6,Stage 2,Stage 2,Stage 2
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,63.37,-0.04,0.82,1.25,88.91,1352.0,Stage 2,Stage 2,Stage 2
YESBANK.NS,Yes Bank Limited,Financial Services,Unknown,True,F&O,Stage 2,watchlist,37.19,-0.04,0.04,-7.76,6.75,22.94,Stage 2,Stage 2,Stage 2
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,Unknown,True,F&O,Stage 2,watchlist,38.94,-0.05,-3.46,0.71,21.22,1108.2,Stage 2,Stage 2,Stage 2
NMDC.NS,NMDC Limited,Metals & Mining,Unknown,True,F&O,Stage 3,watchlist,18.82,-0.05,-0.39,-1.67,2.87,83.52,Stage 3,Stage 3,Stage 3
KRBL.NS,KRBL Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,26.46,-0.06,-1.38,-9.03,-11.37,350.55,Stage 4,Stage 4,Stage 4
KKCL.NS,Kewal Kiran Clothing Limited,Textiles,Unknown,False,Cash,Stage 2,watchlist,58.43,-0.07,-0.6,-0.52,4.65,501.95,Stage 2,Stage 2,Stage 2
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Metals & Mining,Unknown,False,Cash,Stage 4,watchlist,25.79,-0.07,-2.63,-4.12,-6.23,562.15,Stage 4,Stage 4,Stage 4
SOBHA.NS,Sobha Limited,Realty,Unknown,False,Cash,Stage 4,watchlist,26.91,-0.08,-6.49,-2.93,-6.56,1361.2,Stage 4,Stage 4,Stage 4
DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,Unknown,True,F&O,Stage 2 Failed,watchlist,24.9,-0.08,-5.91,-14.25,-7.6,1150.8,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
CIEINDIA.NS,CIE Automotive India Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 2 Failed,watchlist,16.94,-0.08,-12.75,-12.29,-3.39,413.4,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,Unknown,False,Cash,Stage 2,watchlist,54.72,-0.09,-4.25,-4.52,7.59,116.91,Stage 2,Stage 2,Stage 2
CIPLA.NS,Cipla Limited,Healthcare,Unknown,True,F&O,Stage 3,watchlist,44.02,-0.09,-2.23,-2.13,-5.22,1409.4,Stage 3,Stage 3,Stage 3
DATAPATTNS.NS,Data Patterns (India) Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,42.79,-0.12,14.99,1.83,76.41,4578.9,Stage 2,Stage 2,Stage 2
KPIL.NS,Kalpataru Projects International Limited,Construction,Unknown,False,Cash,Stage 2,watchlist,22.47,-0.12,-1.89,-5.45,8.87,1298.4,Stage 2,Stage 2,Stage 2
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,Unknown,False,Cash,Stage 2 Failed,watchlist,31.89,-0.14,-5.17,-7.44,-11.94,812.8,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
KIRLOSBROS.NS,Kirloskar Brothers Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,27.36,-0.14,-3.09,-8.82,14.26,1833.5,Stage 2,Stage 2,Stage 2
PATELENG.NS,Patel Engineering Limited,Construction,Unknown,False,Cash,Stage 2 Failed,watchlist,26.99,-0.14,-7.2,-17.39,-1.55,27.98,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,16.11,-0.15,-0.44,-5.28,-7.34,6.82,Stage 4,Stage 4,Stage 4
TRIDENT.NS,Trident Limited,Textiles,Unknown,False,Cash,Stage 4,watchlist,34.9,-0.16,-0.91,-5.18,-4.58,25.08,Stage 4,Stage 4,Stage 4
IREDA.NS,Indian Renewable Energy Development Agency Ltd.,Financial Services,Unknown,True,F&O,Stage 4,watchlist,25.85,-0.16,-1.26,-5.63,-13.23,120.29,Stage 4,Stage 4,Stage 4
ASTRAL.NS,Astral Limited,Capital Goods,Unknown,True,F&O,Stage 4,watchlist,21.43,-0.16,4.99,-1.42,2.15,1465.8,Stage 4,Stage 4,Stage 4
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining,Unknown,False,Cash,Stage 1,watchlist,2.52,-0.16,0.07,-1.83,-7.55,482.4,Stage 1,Stage 1,Stage 1
SALASAR.NS,Salasar Techno Engineering Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,21.11,-0.17,-0.5,-3.4,-32.73,5.96,Stage 4,Stage 4,Stage 4
RACE.NS,Race Eco Chain Limited,Utilities,Unknown,False,Cash,Stage 4,watchlist,34.96,-0.2,-0.8,-1.96,-23.41,109.03,Stage 4,Stage 4,Stage 4
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,24.08,-0.21,-2.13,-3.91,-27.55,494.0,Stage 4,Stage 4,Stage 4
WONDERLA.NS,Wonderla Holidays Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,5.39,-0.21,-0.65,-5.66,-11.27,467.75,Stage 4,Stage 4,Stage 4
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Chemicals,Unknown,False,Cash,Stage 2,watchlist,60.97,-0.22,5.73,16.74,24.18,4563.5,Stage 2,Stage 2,Stage 2
DBCORP.NS,D.B.Corp Limited,"Media, Entertainment & Publication",Unknown,False,Cash,Stage 4,watchlist,24.41,-0.22,-0.55,6.87,-17.65,208.29,Stage 4,Stage 4,Stage 4
UNIONBANK.NS,Union Bank of India,Financial Services,Unknown,True,F&O,Stage 2,watchlist,50.5,-0.23,-3.31,0.24,14.03,170.11,Stage 2,Stage 2,Stage 2
SKFINDIA.NS,SKF India Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,21.11,-0.23,-0.06,-8.47,-18.24,1481.4,Stage 4,Stage 4,Stage 4
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Healthcare,Unknown,False,Cash,Stage 2 Failed,watchlist,10.0,-0.24,-0.34,-8.72,4.58,316.6,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
CASTROLIND.NS,Castrol India Limited,"Oil, Gas & Consumable Fuels",Unknown,False,Cash,Not Sure,watchlist,39.95,-0.25,0.03,-0.57,-0.61,184.32,Not Sure,Not Sure,Not Sure
ALOKINDS.NS,Alok Industries Limited,Textiles,Unknown,False,Cash,Stage 4,watchlist,36.12,-0.25,-1.47,-6.16,-25.31,12.04,Stage 4,Stage 4,Stage 4
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,Unknown,True,F&O,Not Sure,watchlist,55.01,-0.26,-5.34,14.96,14.22,13810.0,Not Sure,Not Sure,Not Sure
RVNL.NS,Rail Vikas Nigam Limited,Construction,Unknown,True,F&O,Stage 4,watchlist,16.11,-0.26,-1.29,-7.02,-37.86,223.95,Stage 4,Stage 4,Stage 4
JSWINFRA.NS,JSW Infrastructure Ltd.,Services,Unknown,False,Cash,Stage 2,watchlist,38.18,-0.28,-7.65,-2.46,13.95,321.8,Stage 2,Stage 2,Stage 2
AWL.NS,Adani Wilmar Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,16.67,-0.28,-0.91,3.08,-21.23,187.64,Stage 4,Stage 4,Stage 4
MFSL.NS,Max Financial Services Limited,Financial Services,Unknown,True,F&O,Stage 1,watchlist,31.23,-0.29,-2.07,-6.22,-9.73,1511.1,Stage 1,Stage 1,Stage 1
VESUVIUS.NS,Vesuvius India Limited,Capital Goods,Unknown,False,Cash,Stage 4,watchlist,29.68,-0.3,-3.5,-3.86,-6.24,450.95,Stage 4,Stage 4,Stage 4
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Unknown,True,F&O,Stage 2,watchlist,24.39,-0.3,-10.67,-8.12,4.12,869.3,Stage 2,Stage 2,Stage 2
ITDC.NS,India Tourism Development Corporation Limited,Consumer Services,Unknown,False,Cash,Stage 2,watchlist,55.57,-0.31,-5.01,22.66,21.1,735.15,Stage 2,Stage 2,Stage 2
CDSL.NS,Central Depository Services (India) Ltd.,Financial Services,Unknown,True,F&O,Stage 1,watchlist,36.92,-0.31,-4.06,1.83,-7.27,1329.0,Stage 1,Stage 1,Stage 1
RESPONIND.NS,Responsive Industries Limited,Consumer Durables,Unknown,False,Cash,Stage 2 Failed,watchlist,15.86,-0.31,-8.97,-9.31,-12.04,175.47,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
BHEL.NS,Bharat Heavy Electricals Limited,Capital Goods,Unknown,True,F&O,Stage 2,watchlist,52.07,-0.32,-0.37,3.62,43.18,415.95,Stage 2,Stage 2,Stage 2
WELENT.NS,Welspun Enterprises Limited,Construction,Unknown,False,Cash,Stage 2,watchlist,56.54,-0.33,-4.6,4.77,16.58,596.8,Stage 2,Stage 2,Stage 2
APOLLO.NS,Apollo Micro Systems Limited,Capital Goods,Unknown,False,Cash,Stage 2,watchlist,58.13,-0.34,0.04,2.22,42.37,392.95,Stage 2,Stage 2,Stage 2
KSCL.NS,Kaveri Seed Company Limited,Fast Moving Consumer Goods,Unknown,False,Cash,Stage 4,watchlist,26.62,-0.34,-1.46,-10.04,-14.56,832.7,Stage 4,Stage 4,Stage 4
JSWENERGY.NS,JSW Energy Limited,Power,Unknown,True,F&O,Stage 2 Failed,watchlist,38.11,-0.35,-3.17,-4.15,9.87,549.7,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
BBOX.NS,Black Box Limited,Information Technology,Unknown,False,Cash,Stage 2 Failed,watchlist,7.36,-0.35,-7.4,-19.02,41.8,775.7,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
ALKEM.NS,Alkem Laboratories Limited,Healthcare,Unknown,True,F&O,Stage 2,watchlist,63.91,-0.36,-0.72,3.47,3.56,5613.0,Stage 2,Stage 2,Stage 2
BSE.NS,BSE Ltd.,Financial Services,Unknown,True,F&O,Stage 2 Failed,watchlist,3.4,-0.36,-3.05,-8.42,34.94,3536.8,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
RELAXO.NS,Relaxo Footwears Limited,Consumer Durables,Unknown,False,Cash,Stage 2,watchlist,52.64,-0.38,-8.16,-2.94,-0.31,401.4,Stage 2,Stage 2,Stage 2
HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,Unknown,True,F&O,Stage 4,watchlist,23.72,-0.4,-2.09,-5.57,-26.03,552.85,Stage 4,Stage 4,Stage 4
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,Unknown,False,Cash,Stage 2 Failed,watchlist,31.63,-0.41,-5.89,-8.14,-7.45,816.1,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,Unknown,True,F&O,Stage 4,watchlist,2.0,-0.42,-3.82,-8.43,1.14,249.1,Stage 4,Stage 4,Stage 4
HINDZINC.NS,Hindustan Zinc Limited,Metals & Mining,Unknown,True,F&O,Stage 4,watchlist,0.0,-0.43,1.34,2.24,-11.87,529.65,Stage 4,Stage 4,Stage 4
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Unknown,True,F&O,Stage 4,watchlist,23.36,-0.44,-4.89,-7.13,-24.15,739.55,Stage 4,Stage 4,Stage 4
DELTACORP.NS,Delta Corp Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,0.0,-0.44,-1.89,-2.7,-10.04,62.71,Stage 4,Stage 4,Stage 4
CMSINFO.NS,CMS Info Systems Limited,Services,Unknown,False,Cash,Stage 4,watchlist,18.11,-0.47,-2.29,-6.36,-21.93,272.6,Stage 4,Stage 4,Stage 4
SIS.NS,SIS LIMITED,Services,Unknown,False,Cash,Stage 2,watchlist,38.74,-0.49,-0.15,0.0,34.04,435.4,Stage 2,Stage 2,Stage 2
MAHABANK.NS,Bank of Maharashtra,Financial Services,Unknown,False,Cash,Stage 2,watchlist,33.58,-0.49,0.14,-9.11,30.61,80.63,Stage 2,Stage 2,Stage 2
EPIGRAL.NS,Epigral Limited,Chemicals,Unknown,False,Cash,Stage 4,watchlist,6.97,-0.49,6.81,4.59,-7.97,1157.0,Stage 4,Stage 4,Stage 4
ESABINDIA.NS,Esab India Limited,Capital Goods,Unknown,False,Cash,Stage 1,watchlist,9.5,-0.5,-4.23,-1.98,-7.72,5621.5,Stage 1,Stage 1,Stage 1
MEDPLUS.NS,Medplus Health Services Limited,Consumer Services,Unknown,False,Cash,Stage 4,watchlist,16.61,-0.51,-10.53,-14.14,-11.56,716.9,Stage 4,Stage 4,Stage 4
KPRMILL.NS,K.P.R. Mill Ltd.,Textiles,Unknown,False,Cash,Stage 2,watchlist,62.66,-0.52,-5.15,-11.16,16.32,1056.0,Stage 2,Stage 2,Stage 2
KDDL.NS,KDDL Limited,Consumer Durables,Unknown,False,Cash,Stage 2,watchlist,40.09,-0.52,-2.26,-1.62,26.5,3119.0,Stage 2,Stage 2,Stage 2
IDEA.NS,Vodafone Idea Limited,Telecommunication,Unknown,True,F&O,Stage 2,watchlist,37.27,-0.53,-3.33,-7.11,12.59,13.06,Stage 2,Stage 2,Stage 2
RAJESHEXPO.NS,Rajesh Exports Limited,Consumer Durables,Unknown,False,Cash,Stage 4,watchlist,20.84,-0.53,1.19,-8.82,-50.49,88.46,Stage 4,Stage 4,Stage 4
IDBI.NS,IDBI Bank Limited,Financial Services,Unknown,False,Cash,Stage 4,watchlist,18.26,-0.53,-0.65,-2.22,-18.58,84.48,Stage 4,Stage 4,Stage 4
CESC.NS,CESC Limited,Power,Unknown,False,Cash,Stage 4,watchlist,10.2,-0.53,-1.99,-3.4,-2.86,162.32,Stage 4,Stage 4,Stage 4
GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,Unknown,False,Cash,Stage 4,watchlist,24.17,-0.55,-9.29,-18.5,-26.53,254.8,Stage 4,Stage 4,Stage 4
AGARWALEYE.NS,Dr. Agarwal's Health Care Ltd.,Healthcare,Unknown,False,Cash,Stage 2,watchlist,57.37,-0.56,-1.75,-1.74,-4.81,476.2,Stage 2,Stage 2,Stage 2
ICIL.NS,Indo Count Industries Limited,Textiles,Unknown,False,Cash,Stage 2,watchlist,49.11,-0.57,2.22,-5.92,41.35,401.15,Stage 2,Stage 2,Stage 2
SANOFI.NS,Sanofi India Limited,Healthcare,Unknown,False,Cash,Stage 4,watchlist,39.32,-0.59,-0.68,0.39,-16.68,3368.8,Stage 4,Stage 4,Stage 4
AFCONS.NS,Afcons Infrastructure Ltd.,Construction,Unknown,False,Cash,Stage 4,watchlist,23.92,-0.59,-3.29,-10.37,-27.16,284.25,Stage 4,Stage 4,Stage 4
VOLTAS.NS,Voltas Limited,Consumer Durables,Unknown,True,F&O,Stage 4,watchlist,29.11,-0.6,-2.81,1.3,-4.4,1319.3,Stage 4,Stage 4,Stage 4
SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Unknown,False,Cash,Stage 2,watchlist,53.36,-0.61,-5.54,-4.45,59.16,214.91,Stage 2,Stage 2,Stage 2
OLECTRA.NS,Olectra Greentech Limited,Automobile and Auto Components,Unknown,False,Cash,Stage 2 Failed,watchlist,38.65,-0.61,-1.31,-11.07,10.62,1328.1,Stage 2 Failed,Stage 2 Failed,Stage 2 Failed
GPPL.NS,Gujarat Pipavav Port Limited,Services,Unknown,False,Cash,Stage 4,watchlist,11.42,-0.62,-2.09,-3.58,-18.57,148.31,Stage 4,Stage 4,Stage 4
